Date [mm/dd/yyyy], Time [HH:MM:SS.ZZ], Latitude [deg], Longitude [deg]
7/14/2021,21:59:11.0,37.79362083,-122.41932517
7/14/2021,21:59:12.0,37.79361167,-122.41932500
7/14/2021,21:59:12.0,37.79361167,-122.41932500
7/14/2021,21:59:13.0,37.79360750,-122.41932550
7/14/2021,21:59:13.0,37.79360750,-122.41932550
7/14/2021,21:59:14.0,37.79360317,-122.41932100
7/14/2021,21:59:14.0,37.79360317,-122.41932100
7/14/2021,21:59:15.0,37.79359900,-122.41931650
7/14/2021,21:59:15.0,37.79359900,-122.41931650
7/14/2021,21:59:16.0,37.79359933,-122.41931667
7/14/2021,21:59:16.0,37.79359933,-122.41931667
7/14/2021,21:59:17.0,37.79360167,-122.41932050
7/14/2021,21:59:17.0,37.79360167,-122.41932050
7/14/2021,21:59:18.0,37.79360433,-122.41932350
7/14/2021,21:59:18.0,37.79360433,-122.41932350
7/14/2021,21:59:19.0,37.79360883,-122.41932467
7/14/2021,21:59:19.0,37.79360883,-122.41932467
7/14/2021,21:59:20.0,37.79361233,-122.41932533
7/14/2021,21:59:20.0,37.79361233,-122.41932533
7/14/2021,21:59:21.0,37.79361433,-122.41932867
7/14/2021,21:59:21.0,37.79361433,-122.41932867
7/14/2021,21:59:22.0,37.79361900,-122.41933200
7/14/2021,21:59:22.0,37.79361900,-122.41933200
7/14/2021,21:59:23.0,37.79362217,-122.41933750
7/14/2021,21:59:23.0,37.79362217,-122.41933750
7/14/2021,21:59:24.0,37.79362100,-122.41934033
7/14/2021,21:59:24.0,37.79362100,-122.41934033
7/14/2021,21:59:25.0,37.79361883,-122.41934317
7/14/2021,21:59:25.0,37.79361883,-122.41934317
7/14/2021,21:59:26.0,37.79361383,-122.41934517
7/14/2021,21:59:26.0,37.79361383,-122.41934517
7/14/2021,21:59:27.0,37.79360250,-122.41934367
7/14/2021,21:59:27.0,37.79360250,-122.41934367
7/14/2021,21:59:27.0,37.79360250,-122.41934367
7/14/2021,21:59:28.0,37.79358850,-122.41934500
7/14/2021,21:59:28.0,37.79358850,-122.41934500
7/14/2021,21:59:29.0,37.79357150,-122.41934650
7/14/2021,21:59:29.0,37.79357150,-122.41934650
7/14/2021,21:59:30.0,37.79355267,-122.41934633
7/14/2021,21:59:30.0,37.79355267,-122.41934633
7/14/2021,21:59:31.0,37.79352800,-122.41934083
7/14/2021,21:59:31.0,37.79352800,-122.41934083
7/14/2021,21:59:32.0,37.79350083,-122.41933033
7/14/2021,21:59:32.0,37.79350083,-122.41933033
7/14/2021,21:59:32.0,37.79350083,-122.41933033
7/14/2021,21:59:33.0,37.79347750,-122.41932900
7/14/2021,21:59:33.0,37.79347750,-122.41932900
7/14/2021,21:59:34.0,37.79345183,-122.41932733
7/14/2021,21:59:34.0,37.79345183,-122.41932733
7/14/2021,21:59:35.0,37.79342717,-122.41933000
7/14/2021,21:59:35.0,37.79342717,-122.41933000
7/14/2021,21:59:36.0,37.79340733,-122.41933433
7/14/2021,21:59:36.0,37.79340733,-122.41933433
7/14/2021,21:59:37.0,37.79338983,-122.41933317
7/14/2021,21:59:37.0,37.79338983,-122.41933317
7/14/2021,21:59:38.0,37.79337233,-122.41932983
7/14/2021,21:59:38.0,37.79337233,-122.41932983
7/14/2021,21:59:39.0,37.79334700,-122.41932550
7/14/2021,21:59:39.0,37.79334700,-122.41932550
7/14/2021,21:59:40.0,37.79331983,-122.41932467
7/14/2021,21:59:40.0,37.79331983,-122.41932467
7/14/2021,21:59:41.0,37.79329283,-122.41933050
7/14/2021,21:59:41.0,37.79329283,-122.41933050
7/14/2021,21:59:42.0,37.79326583,-122.41933067
7/14/2021,21:59:42.0,37.79326583,-122.41933067
7/14/2021,21:59:42.0,37.79326583,-122.41933067
7/14/2021,21:59:43.0,37.79323850,-122.41932500
7/14/2021,21:59:43.0,37.79323850,-122.41932500
7/14/2021,21:59:44.0,37.79320967,-122.41931600
7/14/2021,21:59:44.0,37.79320967,-122.41931600
7/14/2021,21:59:45.0,37.79318433,-122.41930467
7/14/2021,21:59:45.0,37.79318433,-122.41930467
7/14/2021,21:59:46.0,37.79315567,-122.41929517
7/14/2021,21:59:46.0,37.79315567,-122.41929517
7/14/2021,21:59:47.0,37.79313033,-122.41928567
7/14/2021,21:59:47.0,37.79313033,-122.41928567
7/14/2021,21:59:47.0,37.79313033,-122.41928567
7/14/2021,21:59:48.0,37.79310033,-122.41927350
7/14/2021,21:59:48.0,37.79310033,-122.41927350
7/14/2021,21:59:49.0,37.79307233,-122.41925933
7/14/2021,21:59:49.0,37.79307233,-122.41925933
7/14/2021,21:59:50.0,37.79304417,-122.41924700
7/14/2021,21:59:50.0,37.79304417,-122.41924700
7/14/2021,21:59:51.0,37.79301117,-122.41923817
7/14/2021,21:59:51.0,37.79301117,-122.41923817
7/14/2021,21:59:52.0,37.79298400,-122.41922883
7/14/2021,21:59:52.0,37.79298400,-122.41922883
7/14/2021,21:59:53.0,37.79295667,-122.41922017
7/14/2021,21:59:53.0,37.79295667,-122.41922017
7/14/2021,21:59:54.0,37.79292583,-122.41921333
7/14/2021,21:59:54.0,37.79292583,-122.41921333
7/14/2021,21:59:55.0,37.79290000,-122.41920783
7/14/2021,21:59:55.0,37.79290000,-122.41920783
7/14/2021,21:59:56.0,37.79287633,-122.41920417
7/14/2021,21:59:56.0,37.79287633,-122.41920417
7/14/2021,21:59:57.0,37.79284367,-122.41920500
7/14/2021,21:59:57.0,37.79284367,-122.41920500
7/14/2021,21:59:58.0,37.79281667,-122.41920417
7/14/2021,21:59:58.0,37.79281667,-122.41920417
7/14/2021,21:59:59.0,37.79278900,-122.41920550
7/14/2021,21:59:59.0,37.79278900,-122.41920550
7/14/2021,22:0:0.0,37.79276733,-122.41920983
7/14/2021,22:0:0.0,37.79276733,-122.41920983
7/14/2021,22:0:1.0,37.79275150,-122.41921483
7/14/2021,22:0:1.0,37.79275150,-122.41921483
7/14/2021,22:0:2.0,37.79273650,-122.41922017
7/14/2021,22:0:2.0,37.79273650,-122.41922017
7/14/2021,22:0:3.0,37.79272383,-122.41922800
7/14/2021,22:0:3.0,37.79272383,-122.41922800
7/14/2021,22:0:4.0,37.79271517,-122.41923683
7/14/2021,22:0:4.0,37.79271517,-122.41923683
7/14/2021,22:0:5.0,37.79271283,-122.41924483
7/14/2021,22:0:5.0,37.79271283,-122.41924483
7/14/2021,22:0:6.0,37.79270483,-122.41925450
7/14/2021,22:0:6.0,37.79270483,-122.41925450
7/14/2021,22:0:7.0,37.79269517,-122.41926017
7/14/2021,22:0:7.0,37.79269517,-122.41926017
7/14/2021,22:0:8.0,37.79268533,-122.41926850
7/14/2021,22:0:8.0,37.79268533,-122.41926850
7/14/2021,22:0:8.0,37.79268533,-122.41926850
7/14/2021,22:0:9.0,37.79267967,-122.41927633
7/14/2021,22:0:9.0,37.79267967,-122.41927633
7/14/2021,22:0:10.0,37.79267667,-122.41927917
7/14/2021,22:0:10.0,37.79267667,-122.41927917
7/14/2021,22:0:11.0,37.79266883,-122.41928283
7/14/2021,22:0:11.0,37.79266883,-122.41928283
7/14/2021,22:0:12.0,37.79266150,-122.41928550
7/14/2021,22:0:12.0,37.79266150,-122.41928550
7/14/2021,22:0:13.0,37.79265600,-122.41929000
7/14/2021,22:0:13.0,37.79265600,-122.41929000
7/14/2021,22:0:13.0,37.79265600,-122.41929000
7/14/2021,22:0:14.0,37.79265250,-122.41929450
7/14/2021,22:0:14.0,37.79265250,-122.41929450
7/14/2021,22:0:15.0,37.79264767,-122.41929900
7/14/2021,22:0:15.0,37.79264767,-122.41929900
7/14/2021,22:0:16.0,37.79263750,-122.41930017
7/14/2021,22:0:16.0,37.79263750,-122.41930017
7/14/2021,22:0:17.0,37.79262900,-122.41930067
7/14/2021,22:0:17.0,37.79262900,-122.41930067
7/14/2021,22:0:18.0,37.79262183,-122.41930117
7/14/2021,22:0:18.0,37.79262183,-122.41930117
7/14/2021,22:0:18.0,37.79262183,-122.41930117
7/14/2021,22:0:19.0,37.79261583,-122.41930200
7/14/2021,22:0:19.0,37.79261583,-122.41930200
7/14/2021,22:0:20.0,37.79261133,-122.41930317
7/14/2021,22:0:20.0,37.79261133,-122.41930317
7/14/2021,22:0:21.0,37.79260367,-122.41930617
7/14/2021,22:0:21.0,37.79260367,-122.41930617
7/14/2021,22:0:22.0,37.79259300,-122.41931000
7/14/2021,22:0:22.0,37.79259300,-122.41931000
7/14/2021,22:0:23.0,37.79258217,-122.41931317
7/14/2021,22:0:23.0,37.79258217,-122.41931317
7/14/2021,22:0:23.0,37.79258217,-122.41931317
7/14/2021,22:0:24.0,37.79256867,-122.41930850
7/14/2021,22:0:24.0,37.79256867,-122.41930850
7/14/2021,22:0:25.0,37.79255267,-122.41930433
7/14/2021,22:0:25.0,37.79255267,-122.41930433
7/14/2021,22:0:26.0,37.79253567,-122.41929900
7/14/2021,22:0:26.0,37.79253567,-122.41929900
7/14/2021,22:0:27.0,37.79251617,-122.41929083
7/14/2021,22:0:27.0,37.79251617,-122.41929083
7/14/2021,22:0:28.0,37.79249450,-122.41928717
7/14/2021,22:0:28.0,37.79249450,-122.41928717
7/14/2021,22:0:28.0,37.79249450,-122.41928717
7/14/2021,22:0:29.0,37.79246850,-122.41927867
7/14/2021,22:0:29.0,37.79246850,-122.41927867
7/14/2021,22:0:30.0,37.79244917,-122.41927250
7/14/2021,22:0:30.0,37.79244917,-122.41927250
7/14/2021,22:0:31.0,37.79242900,-122.41926383
7/14/2021,22:0:31.0,37.79242900,-122.41926383
7/14/2021,22:0:32.0,37.79240700,-122.41925767
7/14/2021,22:0:32.0,37.79240700,-122.41925767
7/14/2021,22:0:33.0,37.79238150,-122.41924983
7/14/2021,22:0:33.0,37.79238150,-122.41924983
7/14/2021,22:0:33.0,37.79238150,-122.41924983
7/14/2021,22:0:34.0,37.79235800,-122.41924283
7/14/2021,22:0:34.0,37.79235800,-122.41924283
7/14/2021,22:0:35.0,37.79233767,-122.41923367
7/14/2021,22:0:35.0,37.79233767,-122.41923367
7/14/2021,22:0:36.0,37.79231850,-122.41923233
7/14/2021,22:0:36.0,37.79231850,-122.41923233
7/14/2021,22:0:37.0,37.79230400,-122.41922767
7/14/2021,22:0:37.0,37.79230400,-122.41922767
7/14/2021,22:0:38.0,37.79228650,-122.41922150
7/14/2021,22:0:38.0,37.79228650,-122.41922150
7/14/2021,22:0:38.0,37.79228650,-122.41922150
7/14/2021,22:0:39.0,37.79225900,-122.41921633
7/14/2021,22:0:39.0,37.79225900,-122.41921633
7/14/2021,22:0:40.0,37.79223567,-122.41920950
7/14/2021,22:0:40.0,37.79223567,-122.41920950
7/14/2021,22:0:41.0,37.79220633,-122.41919900
7/14/2021,22:0:41.0,37.79220633,-122.41919900
7/14/2021,22:0:42.0,37.79218483,-122.41918883
7/14/2021,22:0:42.0,37.79218483,-122.41918883
7/14/2021,22:0:43.0,37.79215283,-122.41917883
7/14/2021,22:0:43.0,37.79215283,-122.41917883
7/14/2021,22:0:43.0,37.79215283,-122.41917883
7/14/2021,22:0:44.0,37.79212617,-122.41916967
7/14/2021,22:0:44.0,37.79212617,-122.41916967
7/14/2021,22:0:45.0,37.79208617,-122.41915883
7/14/2021,22:0:45.0,37.79208617,-122.41915883
7/14/2021,22:0:46.0,37.79203933,-122.41914733
7/14/2021,22:0:46.0,37.79203933,-122.41914733
7/14/2021,22:0:47.0,37.79198950,-122.41913583
7/14/2021,22:0:47.0,37.79198950,-122.41913583
7/14/2021,22:0:48.0,37.79194783,-122.41912700
7/14/2021,22:0:48.0,37.79194783,-122.41912700
7/14/2021,22:0:49.0,37.79189550,-122.41911917
7/14/2021,22:0:49.0,37.79189550,-122.41911917
7/14/2021,22:0:50.0,37.79185150,-122.41911683
7/14/2021,22:0:50.0,37.79185150,-122.41911683
7/14/2021,22:0:51.0,37.79179417,-122.41911767
7/14/2021,22:0:51.0,37.79179417,-122.41911767
7/14/2021,22:0:52.0,37.79173217,-122.41912033
7/14/2021,22:0:52.0,37.79173217,-122.41912033
7/14/2021,22:0:53.0,37.79168600,-122.41911883
7/14/2021,22:0:53.0,37.79168600,-122.41911883
7/14/2021,22:0:53.0,37.79168600,-122.41911883
7/14/2021,22:0:54.0,37.79162550,-122.41911750
7/14/2021,22:0:54.0,37.79162550,-122.41911750
7/14/2021,22:0:55.0,37.79156767,-122.41911717
7/14/2021,22:0:55.0,37.79156767,-122.41911717
7/14/2021,22:0:56.0,37.79151183,-122.41911667
7/14/2021,22:0:56.0,37.79151183,-122.41911667
7/14/2021,22:0:57.0,37.79145767,-122.41911683
7/14/2021,22:0:57.0,37.79145767,-122.41911683
7/14/2021,22:0:58.0,37.79141167,-122.41911900
7/14/2021,22:0:58.0,37.79141167,-122.41911900
7/14/2021,22:0:58.0,37.79141167,-122.41911900
7/14/2021,22:0:59.0,37.79135917,-122.41911917
7/14/2021,22:0:59.0,37.79135917,-122.41911917
7/14/2021,22:1:0.0,37.79130067,-122.41912567
7/14/2021,22:1:0.0,37.79130067,-122.41912567
7/14/2021,22:1:1.0,37.79119550,-122.41914000
7/14/2021,22:1:1.0,37.79119550,-122.41914000
7/14/2021,22:1:2.0,37.79113917,-122.41914433
7/14/2021,22:1:2.0,37.79113917,-122.41914433
7/14/2021,22:1:3.0,37.79105883,-122.41916200
7/14/2021,22:1:3.0,37.79105883,-122.41916200
7/14/2021,22:1:3.0,37.79105883,-122.41916200
7/14/2021,22:1:4.0,37.79100283,-122.41917833
7/14/2021,22:1:4.0,37.79100283,-122.41917833
7/14/2021,22:1:5.0,37.79096917,-122.41919083
7/14/2021,22:1:5.0,37.79096917,-122.41919083
7/14/2021,22:1:6.0,37.79095650,-122.41920300
7/14/2021,22:1:6.0,37.79095650,-122.41920300
7/14/2021,22:1:7.0,37.79094983,-122.41921350
7/14/2021,22:1:7.0,37.79094983,-122.41921350
7/14/2021,22:1:8.0,37.79094617,-122.41920817
7/14/2021,22:1:8.0,37.79094617,-122.41920817
7/14/2021,22:1:8.0,37.79094617,-122.41920817
7/14/2021,22:1:9.0,37.79094550,-122.41920383
7/14/2021,22:1:9.0,37.79094550,-122.41920383
7/14/2021,22:1:10.0,37.79093833,-122.41919650
7/14/2021,22:1:10.0,37.79093833,-122.41919650
7/14/2021,22:1:11.0,37.79093267,-122.41919200
7/14/2021,22:1:11.0,37.79093267,-122.41919200
7/14/2021,22:1:12.0,37.79092750,-122.41918217
7/14/2021,22:1:12.0,37.79092750,-122.41918217
7/14/2021,22:1:13.0,37.79093383,-122.41915817
7/14/2021,22:1:13.0,37.79093383,-122.41915817
7/14/2021,22:1:13.0,37.79093383,-122.41915817
7/14/2021,22:1:14.0,37.79094217,-122.41915267
7/14/2021,22:1:14.0,37.79094217,-122.41915267
7/14/2021,22:1:15.0,37.79095633,-122.41914300
7/14/2021,22:1:15.0,37.79095633,-122.41914300
7/14/2021,22:1:16.0,37.79096183,-122.41913867
7/14/2021,22:1:16.0,37.79096183,-122.41913867
7/14/2021,22:1:17.0,37.79096617,-122.41913467
7/14/2021,22:1:17.0,37.79096617,-122.41913467
7/14/2021,22:1:18.0,37.79097583,-122.41912783
7/14/2021,22:1:18.0,37.79097583,-122.41912783
7/14/2021,22:1:18.0,37.79097583,-122.41912783
7/14/2021,22:1:19.0,37.79097867,-122.41912733
7/14/2021,22:1:19.0,37.79097867,-122.41912733
7/14/2021,22:1:20.0,37.79097917,-122.41912400
7/14/2021,22:1:20.0,37.79097917,-122.41912400
7/14/2021,22:1:21.0,37.79098033,-122.41911867
7/14/2021,22:1:21.0,37.79098033,-122.41911867
7/14/2021,22:1:22.0,37.79098067,-122.41911383
7/14/2021,22:1:22.0,37.79098067,-122.41911383
7/14/2021,22:1:23.0,37.79098000,-122.41910950
7/14/2021,22:1:23.0,37.79098000,-122.41910950
7/14/2021,22:1:23.0,37.79098000,-122.41910950
7/14/2021,22:1:24.0,37.79097883,-122.41910600
7/14/2021,22:1:24.0,37.79097883,-122.41910600
7/14/2021,22:1:25.0,37.79097117,-122.41910233
7/14/2021,22:1:25.0,37.79097117,-122.41910233
7/14/2021,22:1:26.0,37.79096350,-122.41909767
7/14/2021,22:1:26.0,37.79096350,-122.41909767
7/14/2021,22:1:27.0,37.79095717,-122.41909233
7/14/2021,22:1:27.0,37.79095717,-122.41909233
7/14/2021,22:1:28.0,37.79094983,-122.41908483
7/14/2021,22:1:28.0,37.79094983,-122.41908483
7/14/2021,22:1:28.0,37.79094983,-122.41908483
7/14/2021,22:1:29.0,37.79093933,-122.41908000
7/14/2021,22:1:29.0,37.79093933,-122.41908000
7/14/2021,22:1:30.0,37.79092883,-122.41907217
7/14/2021,22:1:30.0,37.79092883,-122.41907217
7/14/2021,22:1:31.0,37.79091733,-122.41907300
7/14/2021,22:1:31.0,37.79091733,-122.41907300
7/14/2021,22:1:32.0,37.79091133,-122.41907633
7/14/2021,22:1:32.0,37.79091133,-122.41907633
7/14/2021,22:1:33.0,37.79089733,-122.41907867
7/14/2021,22:1:33.0,37.79089733,-122.41907867
7/14/2021,22:1:33.0,37.79089733,-122.41907867
7/14/2021,22:1:34.0,37.79089250,-122.41908250
7/14/2021,22:1:34.0,37.79089250,-122.41908250
7/14/2021,22:1:35.0,37.79088233,-122.41907717
7/14/2021,22:1:35.0,37.79088233,-122.41907717
7/14/2021,22:1:36.0,37.79086900,-122.41907267
7/14/2021,22:1:36.0,37.79086900,-122.41907267
7/14/2021,22:1:37.0,37.79086367,-122.41906850
7/14/2021,22:1:37.0,37.79086367,-122.41906850
7/14/2021,22:1:38.0,37.79084867,-122.41906150
7/14/2021,22:1:38.0,37.79084867,-122.41906150
7/14/2021,22:1:38.0,37.79084867,-122.41906150
7/14/2021,22:1:39.0,37.79083733,-122.41906000
7/14/2021,22:1:39.0,37.79083733,-122.41906000
7/14/2021,22:1:40.0,37.79082017,-122.41905683
7/14/2021,22:1:40.0,37.79082017,-122.41905683
7/14/2021,22:1:41.0,37.79081267,-122.41905583
7/14/2021,22:1:41.0,37.79081267,-122.41905583
7/14/2021,22:1:42.0,37.79079783,-122.41905167
7/14/2021,22:1:42.0,37.79079783,-122.41905167
7/14/2021,22:1:43.0,37.79078967,-122.41904933
7/14/2021,22:1:43.0,37.79078967,-122.41904933
7/14/2021,22:1:43.0,37.79078967,-122.41904933
7/14/2021,22:1:44.0,37.79077767,-122.41904867
7/14/2021,22:1:44.0,37.79077767,-122.41904867
7/14/2021,22:1:45.0,37.79077367,-122.41905083
7/14/2021,22:1:45.0,37.79077367,-122.41905083
7/14/2021,22:1:46.0,37.79076567,-122.41904900
7/14/2021,22:1:46.0,37.79076567,-122.41904900
7/14/2021,22:1:47.0,37.79075900,-122.41904283
7/14/2021,22:1:47.0,37.79075900,-122.41904283
7/14/2021,22:1:48.0,37.79074800,-122.41903017
7/14/2021,22:1:48.0,37.79074800,-122.41903017
7/14/2021,22:1:48.0,37.79074800,-122.41903017
7/14/2021,22:1:49.0,37.79073233,-122.41901817
7/14/2021,22:1:49.0,37.79073233,-122.41901817
7/14/2021,22:1:50.0,37.79070950,-122.41901167
7/14/2021,22:1:50.0,37.79070950,-122.41901167
7/14/2021,22:1:51.0,37.79069800,-122.41900667
7/14/2021,22:1:51.0,37.79069800,-122.41900667
7/14/2021,22:1:52.0,37.79068333,-122.41900217
7/14/2021,22:1:52.0,37.79068333,-122.41900217
7/14/2021,22:1:53.0,37.79066483,-122.41900083
7/14/2021,22:1:53.0,37.79066483,-122.41900083
7/14/2021,22:1:54.0,37.79064883,-122.41900267
7/14/2021,22:1:54.0,37.79064883,-122.41900267
7/14/2021,22:1:55.0,37.79063917,-122.41900717
7/14/2021,22:1:55.0,37.79063917,-122.41900717
7/14/2021,22:1:56.0,37.79062817,-122.41901217
7/14/2021,22:1:56.0,37.79062817,-122.41901217
7/14/2021,22:1:57.0,37.79062133,-122.41901933
7/14/2021,22:1:57.0,37.79062133,-122.41901933
7/14/2021,22:1:58.0,37.79061583,-122.41902350
7/14/2021,22:1:58.0,37.79061583,-122.41902350
7/14/2021,22:1:58.0,37.79061583,-122.41902350
7/14/2021,22:1:59.0,37.79060050,-122.41902250
7/14/2021,22:1:59.0,37.79060050,-122.41902250
7/14/2021,22:2:0.0,37.79058583,-122.41902117
7/14/2021,22:2:0.0,37.79058583,-122.41902117
7/14/2021,22:2:1.0,37.79057450,-122.41901900
7/14/2021,22:2:1.0,37.79057450,-122.41901900
7/14/2021,22:2:2.0,37.79056800,-122.41901750
7/14/2021,22:2:2.0,37.79056800,-122.41901750
7/14/2021,22:2:3.0,37.79056350,-122.41901583
7/14/2021,22:2:3.0,37.79056350,-122.41901583
7/14/2021,22:2:3.0,37.79056350,-122.41901583
7/14/2021,22:2:4.0,37.79055433,-122.41901733
7/14/2021,22:2:4.0,37.79055433,-122.41901733
7/14/2021,22:2:5.0,37.79054433,-122.41902200
7/14/2021,22:2:5.0,37.79054433,-122.41902200
7/14/2021,22:2:6.0,37.79053250,-122.41903050
7/14/2021,22:2:6.0,37.79053250,-122.41903050
7/14/2021,22:2:7.0,37.79051833,-122.41904350
7/14/2021,22:2:7.0,37.79051833,-122.41904350
7/14/2021,22:2:8.0,37.79050467,-122.41905767
7/14/2021,22:2:8.0,37.79050467,-122.41905767
7/14/2021,22:2:9.0,37.79050133,-122.41905717
7/14/2021,22:2:9.0,37.79050133,-122.41905717
7/14/2021,22:2:10.0,37.79048450,-122.41906417
7/14/2021,22:2:10.0,37.79048450,-122.41906417
7/14/2021,22:2:11.0,37.79046533,-122.41907183
7/14/2021,22:2:11.0,37.79046533,-122.41907183
7/14/2021,22:2:12.0,37.79044450,-122.41907717
7/14/2021,22:2:12.0,37.79044450,-122.41907717
7/14/2021,22:2:13.0,37.79043633,-122.41907083
7/14/2021,22:2:13.0,37.79043633,-122.41907083
7/14/2021,22:2:14.0,37.79042833,-122.41906200
7/14/2021,22:2:14.0,37.79042833,-122.41906200
7/14/2021,22:2:14.0,37.79042833,-122.41906200
7/14/2021,22:2:15.0,37.79042300,-122.41905250
7/14/2021,22:2:15.0,37.79042300,-122.41905250
7/14/2021,22:2:16.0,37.79042000,-122.41904200
7/14/2021,22:2:16.0,37.79042000,-122.41904200
7/14/2021,22:2:17.0,37.79041983,-122.41902983
7/14/2021,22:2:17.0,37.79041983,-122.41902983
7/14/2021,22:2:18.0,37.79040867,-122.41900467
7/14/2021,22:2:18.0,37.79040867,-122.41900467
7/14/2021,22:2:19.0,37.79040050,-122.41898350
7/14/2021,22:2:19.0,37.79040050,-122.41898350
7/14/2021,22:2:20.0,37.79039100,-122.41896500
7/14/2021,22:2:20.0,37.79039100,-122.41896500
7/14/2021,22:2:21.0,37.79037600,-122.41895233
7/14/2021,22:2:21.0,37.79037600,-122.41895233
7/14/2021,22:2:21.0,37.79037600,-122.41895233
7/14/2021,22:2:22.0,37.79035667,-122.41894383
7/14/2021,22:2:22.0,37.79035667,-122.41894383
7/14/2021,22:2:23.0,37.79033417,-122.41893450
7/14/2021,22:2:23.0,37.79033417,-122.41893450
7/14/2021,22:2:24.0,37.79032450,-122.41894100
7/14/2021,22:2:24.0,37.79032450,-122.41894100
7/14/2021,22:2:24.0,37.79032450,-122.41894100
7/14/2021,22:2:25.0,37.79031333,-122.41895117
7/14/2021,22:2:25.0,37.79031333,-122.41895117
7/14/2021,22:2:25.0,37.79031333,-122.41895117
7/14/2021,22:2:26.0,37.79031333,-122.41895117
7/14/2021,22:2:26.0,37.79031333,-122.41895117
7/14/2021,22:2:27.0,37.79031333,-122.41895117
7/14/2021,22:2:27.0,37.79031333,-122.41895117
7/14/2021,22:2:28.0,37.79031333,-122.41895117
7/14/2021,22:2:28.0,37.79031333,-122.41895117
7/14/2021,22:2:29.0,37.79031333,-122.41895117
7/14/2021,22:2:29.0,37.79031333,-122.41895117
7/14/2021,22:2:30.0,37.79031333,-122.41895117
7/14/2021,22:2:30.0,37.79031333,-122.41895117
7/14/2021,22:2:31.0,37.79031333,-122.41895117
7/14/2021,22:2:31.0,37.79031333,-122.41895117
7/14/2021,22:2:32.0,37.79031333,-122.41895117
7/14/2021,22:2:32.0,37.79031333,-122.41895117
7/14/2021,22:2:33.0,37.78981267,-122.41913750
7/14/2021,22:2:33.0,37.78981267,-122.41913750
7/14/2021,22:2:34.0,37.78981600,-122.41914700
7/14/2021,22:2:34.0,37.78981600,-122.41914700
7/14/2021,22:2:35.0,37.78982967,-122.41907550
7/14/2021,22:2:35.0,37.78982967,-122.41907550
7/14/2021,22:2:36.0,37.78982967,-122.41907550
7/14/2021,22:2:36.0,37.78982967,-122.41907550
7/14/2021,22:2:37.0,37.78985750,-122.41895283
7/14/2021,22:2:37.0,37.78985750,-122.41895283
7/14/2021,22:2:38.0,37.78987267,-122.41889000
7/14/2021,22:2:38.0,37.78987267,-122.41889000
7/14/2021,22:2:39.0,37.78986400,-122.41887333
7/14/2021,22:2:39.0,37.78986400,-122.41887333
7/14/2021,22:2:40.0,37.78985667,-122.41885900
7/14/2021,22:2:40.0,37.78985667,-122.41885900
7/14/2021,22:2:41.0,37.78985133,-122.41885417
7/14/2021,22:2:41.0,37.78985133,-122.41885417
7/14/2021,22:2:42.0,37.78983983,-122.41885283
7/14/2021,22:2:42.0,37.78983983,-122.41885283
7/14/2021,22:2:43.0,37.78982967,-122.41883717
7/14/2021,22:2:43.0,37.78982967,-122.41883717
7/14/2021,22:2:44.0,37.78982300,-122.41882133
7/14/2021,22:2:44.0,37.78982300,-122.41882133
7/14/2021,22:2:45.0,37.78981833,-122.41880950
7/14/2021,22:2:45.0,37.78981833,-122.41880950
7/14/2021,22:2:46.0,37.78981883,-122.41880000
7/14/2021,22:2:46.0,37.78981883,-122.41880000
7/14/2021,22:2:47.0,37.78982467,-122.41879167
7/14/2021,22:2:47.0,37.78982467,-122.41879167
7/14/2021,22:2:48.0,37.78983217,-122.41877967
7/14/2021,22:2:48.0,37.78983217,-122.41877967
7/14/2021,22:2:49.0,37.78984383,-122.41877200
7/14/2021,22:2:49.0,37.78984383,-122.41877200
7/14/2021,22:2:50.0,37.78986233,-122.41877417
7/14/2021,22:2:50.0,37.78986233,-122.41877417
7/14/2021,22:2:50.0,37.78986233,-122.41877417
7/14/2021,22:2:51.0,37.78987467,-122.41878383
7/14/2021,22:2:51.0,37.78987467,-122.41878383
7/14/2021,22:2:52.0,37.78983850,-122.41890250
7/14/2021,22:2:52.0,37.78983850,-122.41890250
7/14/2021,22:2:53.0,37.78985383,-122.41891933
7/14/2021,22:2:53.0,37.78985383,-122.41891933
7/14/2021,22:2:54.0,37.78987483,-122.41893000
7/14/2021,22:2:54.0,37.78987483,-122.41893000
7/14/2021,22:2:55.0,37.78989367,-122.41893617
7/14/2021,22:2:55.0,37.78989367,-122.41893617
7/14/2021,22:2:55.0,37.78989367,-122.41893617
7/14/2021,22:2:56.0,37.78990133,-122.41893800
7/14/2021,22:2:56.0,37.78990133,-122.41893800
7/14/2021,22:2:57.0,37.78990600,-122.41893917
7/14/2021,22:2:57.0,37.78990600,-122.41893917
7/14/2021,22:2:58.0,37.78991100,-122.41894017
7/14/2021,22:2:58.0,37.78991100,-122.41894017
7/14/2021,22:2:59.0,37.78991583,-122.41894233
7/14/2021,22:2:59.0,37.78991583,-122.41894233
7/14/2021,22:3:0.0,37.78992300,-122.41894700
7/14/2021,22:3:0.0,37.78992300,-122.41894700
7/14/2021,22:3:0.0,37.78992300,-122.41894700
7/14/2021,22:3:1.0,37.78993150,-122.41894900
7/14/2021,22:3:1.0,37.78993150,-122.41894900
7/14/2021,22:3:2.0,37.78994067,-122.41894700
7/14/2021,22:3:2.0,37.78994067,-122.41894700
7/14/2021,22:3:3.0,37.78994917,-122.41894150
7/14/2021,22:3:3.0,37.78994917,-122.41894150
